country,year,area,sex,age,population
Chile,2019,Total,Female,51,126762
Chile,2019,Total,Female,52,127192
Chile,2019,Total,Female,53,127221
Chile,2019,Total,Female,54,126713
Chile,2019,Total,Female,55,125306
Chile,2019,Total,Female,55 - 59,602225
Chile,2019,Total,Female,56,123173
Chile,2019,Total,Female,57,120764
Chile,2019,Total,Female,58,118163
Chile,2019,Total,Female,59,114819
Chile,2019,Total,Female,60,110593
Chile,2019,Total,Female,60 - 64,503477
Chile,2019,Total,Female,61,105789
Chile,2019,Total,Female,62,100662
Chile,2019,Total,Female,63,95621
Chile,2019,Total,Female,64,90812
Chile,2019,Total,Female,65,86470
Chile,2019,Total,Female,65 - 69,392657
Chile,2019,Total,Female,66,82479
Chile,2019,Total,Female,67,78474
Chile,2019,Total,Female,68,74474
Chile,2019,Total,Female,69,70760
Chile,2019,Total,Female,70,67471
Chile,2019,Total,Female,70 - 74,308011
Chile,2019,Total,Female,71,64450
Chile,2019,Total,Female,72,61631
Chile,2019,Total,Female,73,58759
Chile,2019,Total,Female,74,55700
Chile,2019,Total,Female,75,52341
Chile,2019,Total,Female,75 - 79,228101
Chile,2019,Total,Female,76,48923
Chile,2019,Total,Female,77,45443
Chile,2019,Total,Female,78,42193
Chile,2019,Total,Female,79,39201
Chile,2019,Total,Female,80,289423
Chile,2019,Total,Female,80 +,289423
Chile,2019,Urban,Both Sexes,Total,16384816
Chile,2019,Urban,Both Sexes,0,216116
Chile,2019,Urban,Both Sexes,0 - 4,1093773
Chile,2019,Urban,Both Sexes,1 - 4,877657
Chile,2019,Urban,Both Sexes,5 - 9,1122059
Chile,2019,Urban,Both Sexes,10 - 14,1091042
Chile,2019,Urban,Both Sexes,15 - 19,1082869
Chile,2019,Urban,Both Sexes,20 - 24,1186014
Chile,2019,Urban,Both Sexes,25 - 29,1305899
Chile,2019,Urban,Both Sexes,30 - 34,1319579
Chile,2019,Urban,Both Sexes,35 - 39,1187411
Chile,2019,Urban,Both Sexes,40 - 44,1107988
Chile,2019,Urban,Both Sexes,45 - 49,1091859
Chile,2019,Urban,Both Sexes,50 - 54,1088234
Chile,2019,Urban,Both Sexes,55 - 59,1026251
Chile,2019,Urban,Both Sexes,60 - 64,851212
Chile,2019,Urban,Both Sexes,65 - 69,648714
Chile,2019,Urban,Both Sexes,70 - 74,485974
Chile,2019,Urban,Both Sexes,75 - 79,339374
Chile,2019,Urban,Both Sexes,80 +,356564
Chile,2019,Urban,Male,Total,8045368
Chile,2019,Urban,Male,0,110115
Chile,2019,Urban,Male,0 - 4,557203
Chile,2019,Urban,Male,1 - 4,447088
Chile,2019,Urban,Male,5 - 9,571648
Chile,2019,Urban,Male,10 - 14,557019
Chile,2019,Urban,Male,15 - 19,552188
Chile,2019,Urban,Male,20 - 24,605031
Chile,2019,Urban,Male,25 - 29,660379
Chile,2019,Urban,Male,30 - 34,660319
Chile,2019,Urban,Male,35 - 39,589396
Chile,2019,Urban,Male,40 - 44,549223
Chile,2019,Urban,Male,45 - 49,537797
Chile,2019,Urban,Male,50 - 54,529917
Chile,2019,Urban,Male,55 - 59,493151
Chile,2019,Urban,Male,60 - 64,403927
Chile,2019,Urban,Male,65 - 69,301386
Chile,2019,Urban,Male,70 - 74,216367
Chile,2019,Urban,Male,75 - 79,141431
Chile,2019,Urban,Male,80 +,118986
Chile,2019,Urban,Female,Total,8339448
Chile,2019,Urban,Female,0,106001
Chile,2019,Urban,Female,0 - 4,536570
Chile,2019,Urban,Female,1 - 4,430569
Chile,2019,Urban,Female,5 - 9,550411
Chile,2019,Urban,Female,10 - 14,534023
Chile,2019,Urban,Female,15 - 19,530681
Chile,2019,Urban,Female,20 - 24,580983
Chile,2019,Urban,Female,25 - 29,645520
Chile,2019,Urban,Female,30 - 34,659260
Chile,2019,Urban,Female,35 - 39,598015
Chile,2019,Urban,Female,40 - 44,558765
Chile,2019,Urban,Female,45 - 49,554062
Chile,2019,Urban,Female,50 - 54,558317
Chile,2019,Urban,Female,55 - 59,533100
Chile,2019,Urban,Female,60 - 64,447285
Chile,2019,Urban,Female,65 - 69,347328
Chile,2019,Urban,Female,70 - 74,269607
Chile,2019,Urban,Female,75 - 79,197943
Chile,2019,Urban,Female,80 +,237578
Chile,2019,Rural,Both Sexes,Total,2341732
Chile,2019,Rural,Both Sexes,0,30444
Chile,2019,Rural,Both Sexes,0 - 4,152511
Chile,2019,Rural,Both Sexes,1 - 4,122067
Chile,2019,Rural,Both Sexes,5 - 9,128461
Chile,2019,Rural,Both Sexes,10 - 14,121352
Chile,2019,Rural,Both Sexes,15 - 19,153373
Chile,2019,Rural,Both Sexes,20 - 24,180929
Chile,2019,Rural,Both Sexes,25 - 29,204725
Chile,2019,Rural,Both Sexes,30 - 34,180184
Chile,2019,Rural,Both Sexes,35 - 39,149963
Chile,2019,Rural,Both Sexes,40 - 44,140232
Chile,2019,Rural,Both Sexes,45 - 49,152594
Chile,2019,Rural,Both Sexes,50 - 54,162958
Chile,2019,Rural,Both Sexes,55 - 59,153062
Chile,2019,Rural,Both Sexes,60 - 64,125366
Chile,2019,Rural,Both Sexes,65 - 69,98859
Chile,2019,Rural,Both Sexes,70 - 74,80806
Chile,2019,Rural,Both Sexes,75 - 79,61655
Chile,2019,Rural,Both Sexes,80 +,94702
Chile,2019,Rural,Male,Total,1221486
Chile,2019,Rural,Male,0,15390
Chile,2019,Rural,Male,0 - 4,77062
Chile,2019,Rural,Male,1 - 4,61672
Chile,2019,Rural,Male,5 - 9,65140
Chile,2019,Rural,Male,10 - 14,61547
Chile,2019,Rural,Male,15 - 19,78041
Chile,2019,Rural,Male,20 - 24,92706
Chile,2019,Rural,Male,25 - 29,105531
Chile,2019,Rural,Male,30 - 34,95516
Chile,2019,Rural,Male,35 - 39,81689
Chile,2019,Rural,Male,40 - 44,73810
Chile,2019,Rural,Male,45 - 49,79945
Chile,2019,Rural,Male,50 - 54,87102
Chile,2019,Rural,Male,55 - 59,83937
Chile,2019,Rural,Male,60 - 64,69174
Chile,2019,Rural,Male,65 - 69,53530
Chile,2019,Rural,Male,70 - 74,42402
Chile,2019,Rural,Male,75 - 79,31497
Chile,2019,Rural,Male,80 +,42857
Chile,2019,Rural,Female,Total,1120246
Chile,2019,Rural,Female,0,15054
Chile,2019,Rural,Female,0 - 4,75449
Chile,2019,Rural,Female,1 - 4,60395
Chile,2019,Rural,Female,5 - 9,63321
Chile,2019,Rural,Female,10 - 14,59805
Chile,2019,Rural,Female,15 - 19,75332
Chile,2019,Rural,Female,20 - 24,88223
Chile,2019,Rural,Female,25 - 29,99194
Chile,2019,Rural,Female,30 - 34,84668
Chile,2019,Rural,Female,35 - 39,68274
Chile,2019,Rural,Female,40 - 44,66422
Chile,2019,Rural,Female,45 - 49,72649
Chile,2019,Rural,Female,50 - 54,75856
Chile,2019,Rural,Female,55 - 59,69125
Chile,2019,Rural,Female,60 - 64,56192
Chile,2019,Rural,Female,65 - 69,45329
Chile,2019,Rural,Female,70 - 74,38404
Chile,2019,Rural,Female,75 - 79,30158
Chile,2019,Rural,Female,80 +,51845
France,2019,Total,Both Sexes,Total,64812052
France,2019,Total,Both Sexes,0,677969
France,2019,Total,Both Sexes,0 - 4,3553486
France,2019,Total,Both Sexes,1,690732
France,2019,Total,Both Sexes,1 - 4,2875517
France,2019,Total,Both Sexes,2,707054
France,2019,Total,Both Sexes,3,726397
France,2019,Total,Both Sexes,4,751334
France,2019,Total,Both Sexes,5,762797
France,2019,Total,Both Sexes,5 - 9,3932938
France,2019,Total,Both Sexes,6,778563
France,2019,Total,Both Sexes,7,786000
France,2019,Total,Both Sexes,8,805980
France,2019,Total,Both Sexes,9,799598
France,2019,Total,Both Sexes,10,804211
France,2019,Total,Both Sexes,10 - 14,3993033
France,2019,Total,Both Sexes,11,796942
France,2019,Total,Both Sexes,12,810699
France,2019,Total,Both Sexes,13,791748
France,2019,Total,Both Sexes,14,789433
France,2019,Total,Both Sexes,15,787614
France,2019,Total,Both Sexes,15 - 19,3965852
France,2019,Total,Both Sexes,16,790935
France,2019,Total,Both Sexes,17,804699
France,2019,Total,Both Sexes,18,812009
France,2019,Total,Both Sexes,19,770595
France,2019,Total,Both Sexes,20,755992
France,2019,Total,Both Sexes,20 - 24,3628336
France,2019,Total,Both Sexes,21,729712
France,2019,Total,Both Sexes,22,732447
France,2019,Total,Both Sexes,23,716906
France,2019,Total,Both Sexes,24,693279
France,2019,Total,Both Sexes,25,691249
France,2019,Total,Both Sexes,25 - 29,3677822
France,2019,Total,Both Sexes,26,725780
France,2019,Total,Both Sexes,27,738810
France,2019,Total,Both Sexes,28,756645
France,2019,Total,Both Sexes,29,765338
France,2019,Total,Both Sexes,30,775747
France,2019,Total,Both Sexes,30 - 34,3935486
France,2019,Total,Both Sexes,31,781742
France,2019,Total,Both Sexes,32,795086
France,2019,Total,Both Sexes,33,793734
France,2019,Total,Both Sexes,34,789177
France,2019,Total,Both Sexes,35,780306
France,2019,Total,Both Sexes,35 - 39,4099850
France,2019,Total,Both Sexes,36,829011
France,2019,Total,Both Sexes,37,837737
France,2019,Total,Both Sexes,38,848914
France,2019,Total,Both Sexes,39,803882
France,2019,Total,Both Sexes,40,788140
France,2019,Total,Both Sexes,40 - 44,3972025
France,2019,Total,Both Sexes,41,792201
France,2019,Total,Both Sexes,42,768385
France,2019,Total,Both Sexes,43,790338
France,2019,Total,Both Sexes,44,832961
France,2019,Total,Both Sexes,45,879760
France,2019,Total,Both Sexes,45 - 49,4416213
France,2019,Total,Both Sexes,46,899550
France,2019,Total,Both Sexes,47,894435
France,2019,Total,Both Sexes,48,877492
France,2019,Total,Both Sexes,49,864976
France,2019,Total,Both Sexes,50,854770
France,2019,Total,Both Sexes,50 - 54,4325144
France,2019,Total,Both Sexes,51,850259
France,2019,Total,Both Sexes,52,869002
France,2019,Total,Both Sexes,53,871709
France,2019,Total,Both Sexes,54,879404
France,2019,Total,Both Sexes,55,868907
France,2019,Total,Both Sexes,55 - 59,4206934
France,2019,Total,Both Sexes,56,837856
France,2019,Total,Both Sexes,57,838894
France,2019,Total,Both Sexes,58,833849
France,2019,Total,Both Sexes,59,827428
France,2019,Total,Both Sexes,60,808901
France,2019,Total,Both Sexes,60 - 64,3971679
France,2019,Total,Both Sexes,61,802994
France,2019,Total,Both Sexes,62,794551
France,2019,Total,Both Sexes,63,784145
France,2019,Total,Both Sexes,64,781088
France,2019,Total,Both Sexes,65,763722
France,2019,Total,Both Sexes,65 - 69,3831605
France,2019,Total,Both Sexes,66,773065
France,2019,Total,Both Sexes,67,754343
France,2019,Total,Both Sexes,68,778931
France,2019,Total,Both Sexes,69,761544
France,2019,Total,Both Sexes,70,755014
France,2019,Total,Both Sexes,70 - 74,3200937
France,2019,Total,Both Sexes,71,736299
France,2019,Total,Both Sexes,72,691879
France,2019,Total,Both Sexes,73,516140
France,2019,Total,Both Sexes,74,501605
France,2019,Total,Both Sexes,75,483420
France,2019,Total,Both Sexes,75 - 79,2130863
France,2019,Total,Both Sexes,76,442973
France,2019,Total,Both Sexes,77,390312
France,2019,Total,Both Sexes,78,400929
France,2019,Total,Both Sexes,79,413229
France,2019,Total,Both Sexes,80,396346
France,2019,Total,Both Sexes,80 - 84,1827662
France,2019,Total,Both Sexes,81,379416
France,2019,Total,Both Sexes,82,368689
France,2019,Total,Both Sexes,83,346359
France,2019,Total,Both Sexes,84,336852
France,2019,Total,Both Sexes,85,307207
France,2019,Total,Both Sexes,85 - 89,1318154
France,2019,Total,Both Sexes,86,296580
France,2019,Total,Both Sexes,87,267117
France,2019,Total,Both Sexes,88,244281
France,2019,Total,Both Sexes,89,202969
France,2019,Total,Both Sexes,90,176990
France,2019,Total,Both Sexes,90 - 94,631295
France,2019,Total,Both Sexes,91,148004
France,2019,Total,Both Sexes,92,123808
France,2019,Total,Both Sexes,93,102168
France,2019,Total,Both Sexes,94,80325
France,2019,Total,Both Sexes,95,61934
France,2019,Total,Both Sexes,95 +,192738
France,2019,Total,Both Sexes,96,47205
France,2019,Total,Both Sexes,97,34374
France,2019,Total,Both Sexes,98,24225
France,2019,Total,Both Sexes,99 +,25000
France,2019,Total,Male,Total,31361439
France,2019,Total,Male,0,347089
France,2019,Total,Male,0 - 4,1813377
France,2019,Total,Male,1,352659
France,2019,Total,Male,1 - 4,1466288
France,2019,Total,Male,2,360982
France,2019,Total,Male,3,370939
France,2019,Total,Male,4,381708
France,2019,Total,Male,5,390254
France,2019,Total,Male,5 - 9,2011607
France,2019,Total,Male,6,399597
France,2019,Total,Male,7,400858
France,2019,Total,Male,8,411494
France,2019,Total,Male,9,409404
France,2019,Total,Male,10,411674
France,2019,Total,Male,10 - 14,2042309
France,2019,Total,Male,11,407421
France,2019,Total,Male,12,414022
France,2019,Total,Male,13,405127
France,2019,Total,Male,14,404065
France,2019,Total,Male,15,403426
France,2019,Total,Male,15 - 19,2034102
France,2019,Total,Male,16,405773
France,2019,Total,Male,17,413251
France,2019,Total,Male,18,416343
France,2019,Total,Male,19,395309
France,2019,Total,Male,20,385065
France,2019,Total,Male,20 - 24,1835245
France,2019,Total,Male,21,372131
France,2019,Total,Male,22,370146
France,2019,Total,Male,23,360901
France,2019,Total,Male,24,347002
France,2019,Total,Male,25,345674
France,2019,Total,Male,25 - 29,1821968
France,2019,Total,Male,26,362321
France,2019,Total,Male,27,366486
France,2019,Total,Male,28,373290
France,2019,Total,Male,29,374197
France,2019,Total,Male,30,379875
France,2019,Total,Male,30 - 34,1921860
France,2019,Total,Male,31,381893
France,2019,Total,Male,32,387094
France,2019,Total,Male,33,387604
France,2019,Total,Male,34,385394
France,2019,Total,Male,35,380127
France,2019,Total,Male,35 - 39,2004650
France,2019,Total,Male,36,405212
France,2019,Total,Male,37,409918
France,2019,Total,Male,38,415493
France,2019,Total,Male,39,393900
France,2019,Total,Male,40,387855
France,2019,Total,Male,40 - 44,1964217
France,2019,Total,Male,41,392747
France,2019,Total,Male,42,378560
France,2019,Total,Male,43,391896
France,2019,Total,Male,44,413159
France,2019,Total,Male,45,435027
France,2019,Total,Male,45 - 49,2187331
France,2019,Total,Male,46,445836
France,2019,Total,Male,47,443926
France,2019,Total,Male,48,435014
France,2019,Total,Male,49,427528
France,2019,Total,Male,50,420403
France,2019,Total,Male,50 - 54,2125795
France,2019,Total,Male,51,418677
France,2019,Total,Male,52,427611
France,2019,Total,Male,53,428356
France,2019,Total,Male,54,430748
France,2019,Total,Male,55,424098
France,2019,Total,Male,55 - 59,2041891
France,2019,Total,Male,56,408160
France,2019,Total,Male,57,408160
France,2019,Total,Male,58,403439
France,2019,Total,Male,59,398034
France,2019,Total,Male,60,388186
France,2019,Total,Male,60 - 64,1894353
France,2019,Total,Male,61,384480
France,2019,Total,Male,62,379050
France,2019,Total,Male,63,371791
France,2019,Total,Male,64,370846
France,2019,Total,Male,65,361301
France,2019,Total,Male,65 - 69,1806111
France,2019,Total,Male,66,365439
France,2019,Total,Male,67,356096
France,2019,Total,Male,68,366582
France,2019,Total,Male,69,356693
France,2019,Total,Male,70,354324
France,2019,Total,Male,70 - 74,1483881
France,2019,Total,Male,71,343241
France,2019,Total,Male,72,320586
France,2019,Total,Male,73,236900
France,2019,Total,Male,74,228830
France,2019,Total,Male,75,219772
France,2019,Total,Male,75 - 79,946894
France,2019,Total,Male,76,199977
France,2019,Total,Male,77,173672
France,2019,Total,Male,78,175051
France,2019,Total,Male,79,178422
France,2019,Total,Male,80,168374
France,2019,Total,Male,80 - 84,742520
France,2019,Total,Male,81,157797
France,2019,Total,Male,82,150275
France,2019,Total,Male,83,136476
France,2019,Total,Male,84,129598
France,2019,Total,Male,85,114789
France,2019,Total,Male,85 - 89,462888
France,2019,Total,Male,86,106796
France,2019,Total,Male,87,93660
France,2019,Total,Male,88,81969
France,2019,Total,Male,89,65674
France,2019,Total,Male,90,54447
France,2019,Total,Male,90 - 94,179540
France,2019,Total,Male,91,44125
France,2019,Total,Male,92,33992
France,2019,Total,Male,93,26815
France,2019,Total,Male,94,20161
France,2019,Total,Male,95,14224
France,2019,Total,Male,95 +,40900
France,2019,Total,Male,96,9943
France,2019,Total,Male,97,7100
France,2019,Total,Male,98,4845
France,2019,Total,Male,99 +,4788
France,2019,Total,Female,Total,33450613
France,2019,Total,Female,0,330880
France,2019,Total,Female,0 - 4,1740109
France,2019,Total,Female,1,338073
France,2019,Total,Female,1 - 4,1409229
France,2019,Total,Female,2,346072
France,2019,Total,Female,3,355458
France,2019,Total,Female,4,369626
France,2019,Total,Female,5,372543
France,2019,Total,Female,5 - 9,1921331
France,2019,Total,Female,6,378966
France,2019,Total,Female,7,385142
France,2019,Total,Female,8,394486
France,2019,Total,Female,9,390194
France,2019,Total,Female,10,392537
France,2019,Total,Female,10 - 14,1950724
France,2019,Total,Female,11,389521
France,2019,Total,Female,12,396677
France,2019,Total,Female,13,386621
France,2019,Total,Female,14,385368
France,2019,Total,Female,15,384188
France,2019,Total,Female,15 - 19,1931750
France,2019,Total,Female,16,385162
France,2019,Total,Female,17,391448
France,2019,Total,Female,18,395666
France,2019,Total,Female,19,375286
France,2019,Total,Female,20,370927
France,2019,Total,Female,20 - 24,1793091
France,2019,Total,Female,21,357581
France,2019,Total,Female,22,362301
France,2019,Total,Female,23,356005
France,2019,Total,Female,24,346277
France,2019,Total,Female,25,345575
France,2019,Total,Female,25 - 29,1855854
France,2019,Total,Female,26,363459
France,2019,Total,Female,27,372324
France,2019,Total,Female,28,383355
France,2019,Total,Female,29,391141
France,2019,Total,Female,30,395872
France,2019,Total,Female,30 - 34,2013626
France,2019,Total,Female,31,399849
France,2019,Total,Female,32,407992
France,2019,Total,Female,33,406130
France,2019,Total,Female,34,403783
France,2019,Total,Female,35,400179
France,2019,Total,Female,35 - 39,2095200
France,2019,Total,Female,36,423799
France,2019,Total,Female,37,427819
France,2019,Total,Female,38,433421
France,2019,Total,Female,39,409982
France,2019,Total,Female,40,400285
France,2019,Total,Female,40 - 44,2007808
France,2019,Total,Female,41,399454
France,2019,Total,Female,42,389825
France,2019,Total,Female,43,398442
France,2019,Total,Female,44,419802
France,2019,Total,Female,45,444733
France,2019,Total,Female,45 - 49,2228882
France,2019,Total,Female,46,453714
France,2019,Total,Female,47,450509
France,2019,Total,Female,48,442478
France,2019,Total,Female,49,437448
France,2019,Total,Female,50,434367
France,2019,Total,Female,50 - 54,2199349
France,2019,Total,Female,51,431582
France,2019,Total,Female,52,441391
France,2019,Total,Female,53,443353
France,2019,Total,Female,54,448656
France,2019,Total,Female,55,444809
France,2019,Total,Female,55 - 59,2165043
France,2019,Total,Female,56,429696
France,2019,Total,Female,57,430734
France,2019,Total,Female,58,430410
France,2019,Total,Female,59,429394
France,2019,Total,Female,60,420715
France,2019,Total,Female,60 - 64,2077326
France,2019,Total,Female,61,418514
France,2019,Total,Female,62,415501
France,2019,Total,Female,63,412354
France,2019,Total,Female,64,410242
France,2019,Total,Female,65,402421
France,2019,Total,Female,65 - 69,2025494
France,2019,Total,Female,66,407626
France,2019,Total,Female,67,398247
France,2019,Total,Female,68,412349
France,2019,Total,Female,69,404851
France,2019,Total,Female,70,400690
France,2019,Total,Female,70 - 74,1717056
France,2019,Total,Female,71,393058
France,2019,Total,Female,72,371293
France,2019,Total,Female,73,279240
France,2019,Total,Female,74,272775
France,2019,Total,Female,75,263648
France,2019,Total,Female,75 - 79,1183969
France,2019,Total,Female,76,242996
France,2019,Total,Female,77,216640
France,2019,Total,Female,78,225878
France,2019,Total,Female,79,234807
France,2019,Total,Female,80,227972
France,2019,Total,Female,80 - 84,1085142
France,2019,Total,Female,81,221619
France,2019,Total,Female,82,218414
France,2019,Total,Female,83,209883
France,2019,Total,Female,84,207254
France,2019,Total,Female,85,192418
France,2019,Total,Female,85 - 89,855266
France,2019,Total,Female,86,189784
France,2019,Total,Female,87,173457
France,2019,Total,Female,88,162312
France,2019,Total,Female,89,137295
France,2019,Total,Female,90,122543
France,2019,Total,Female,90 - 94,451755
France,2019,Total,Female,91,103879
France,2019,Total,Female,92,89816
France,2019,Total,Female,93,75353
France,2019,Total,Female,94,60164
France,2019,Total,Female,95,47710
France,2019,Total,Female,95 +,151838
France,2019,Total,Female,96,37262
France,2019,Total,Female,97,27274
France,2019,Total,Female,98,19380
France,2019,Total,Female,99 +,20212
Guam,2019,Total,Both Sexes,Total,168147
Guam,2019,Total,Both Sexes,0,3181
Guam,2019,Total,Both Sexes,0 - 4,15921
Guam,2019,Total,Both Sexes,1,3181
Guam,2019,Total,Both Sexes,1 - 4,12740
Guam,2019,Total,Both Sexes,2,3190
Guam,2019,Total,Both Sexes,3,3187
Guam,2019,Total,Both Sexes,4,3182
Guam,2019,Total,Both Sexes,5,3114
Guam,2019,Total,Both Sexes,5 - 9,15466
Guam,2019,Total,Both Sexes,6,3170
Guam,2019,Total,Both Sexes,7,3135
Guam,2019,Total,Both Sexes,8,3007
Guam,2019,Total,Both Sexes,9,3040
Guam,2019,Total,Both Sexes,10,3036
Guam,2019,Total,Both Sexes,10 - 14,14590
Guam,2019,Total,Both Sexes,11,3039
Guam,2019,Total,Both Sexes,12,2960
Guam,2019,Total,Both Sexes,13,2785
Guam,2019,Total,Both Sexes,14,2770
Guam,2019,Total,Both Sexes,15,2782
Guam,2019,Total,Both Sexes,15 - 19,14117
Guam,2019,Total,Both Sexes,16,2647
Guam,2019,Total,Both Sexes,17,2764
Guam,2019,Total,Both Sexes,18,3008
Guam,2019,Total,Both Sexes,19,2916
Guam,2019,Total,Both Sexes,20,2719
Guam,2019,Total,Both Sexes,20 - 24,13220
Guam,2019,Total,Both Sexes,21,2652
Guam,2019,Total,Both Sexes,22,2571
Guam,2019,Total,Both Sexes,23,2630
Guam,2019,Total,Both Sexes,24,2648
Guam,2019,Total,Both Sexes,25,2589
Guam,2019,Total,Both Sexes,25 - 29,12552
Guam,2019,Total,Both Sexes,26,2604
Guam,2019,Total,Both Sexes,27,2504
Guam,2019,Total,Both Sexes,28,2442
Guam,2019,Total,Both Sexes,29,2413
Guam,2019,Total,Both Sexes,30,2280
Guam,2019,Total,Both Sexes,30 - 34,10724
Guam,2019,Total,Both Sexes,31,2171
Guam,2019,Total,Both Sexes,32,2147
Guam,2019,Total,Both Sexes,33,2099
Guam,2019,Total,Both Sexes,34,2027
Guam,2019,Total,Both Sexes,35,1907
Guam,2019,Total,Both Sexes,35 - 39,9218
Guam,2019,Total,Both Sexes,36,1932
Guam,2019,Total,Both Sexes,37,1798
Guam,2019,Total,Both Sexes,38,1740
Guam,2019,Total,Both Sexes,39,1841
Guam,2019,Total,Both Sexes,40,1802
Guam,2019,Total,Both Sexes,40 - 44,9095
Guam,2019,Total,Both Sexes,41,1766
Guam,2019,Total,Both Sexes,42,1911
Guam,2019,Total,Both Sexes,43,1785
Guam,2019,Total,Both Sexes,44,1831
Guam,2019,Total,Both Sexes,45,1902
Guam,2019,Total,Both Sexes,45 - 49,10270
Guam,2019,Total,Both Sexes,46,2028
Guam,2019,Total,Both Sexes,47,2107
Guam,2019,Total,Both Sexes,48,2154
Guam,2019,Total,Both Sexes,49,2079
Guam,2019,Total,Both Sexes,50,2052
Guam,2019,Total,Both Sexes,50 - 54,10169
Guam,2019,Total,Both Sexes,51,1981
Guam,2019,Total,Both Sexes,52,2003
Guam,2019,Total,Both Sexes,53,2054
Guam,2019,Total,Both Sexes,54,2079
Guam,2019,Total,Both Sexes,55,2095
Guam,2019,Total,Both Sexes,55 - 59,9774
Guam,2019,Total,Both Sexes,56,2034
Guam,2019,Total,Both Sexes,57,1925
Guam,2019,Total,Both Sexes,58,1922
Guam,2019,Total,Both Sexes,59,1798
Guam,2019,Total,Both Sexes,60,1649
Guam,2019,Total,Both Sexes,60 - 64,7549
Guam,2019,Total,Both Sexes,61,1583
Guam,2019,Total,Both Sexes,62,1457
Guam,2019,Total,Both Sexes,63,1438
Guam,2019,Total,Both Sexes,64,1422
Guam,2019,Total,Both Sexes,65,1334
Guam,2019,Total,Both Sexes,65 - 69,6178
Guam,2019,Total,Both Sexes,66,1271
Guam,2019,Total,Both Sexes,67,1186
Guam,2019,Total,Both Sexes,68,1198
Guam,2019,Total,Both Sexes,69,1189
Guam,2019,Total,Both Sexes,70,1029
Guam,2019,Total,Both Sexes,70 - 74,4271
Guam,2019,Total,Both Sexes,71,944
Guam,2019,Total,Both Sexes,72,900
Guam,2019,Total,Both Sexes,73,798
Guam,2019,Total,Both Sexes,74,600
Guam,2019,Total,Both Sexes,75,535
Guam,2019,Total,Both Sexes,75 - 79,2435
Guam,2019,Total,Both Sexes,76,500
Guam,2019,Total,Both Sexes,77,455
Guam,2019,Total,Both Sexes,78,478
Guam,2019,Total,Both Sexes,79,467
Guam,2019,Total,Both Sexes,80,415
Guam,2019,Total,Both Sexes,80 - 84,1645
Guam,2019,Total,Both Sexes,81,369
Guam,2019,Total,Both Sexes,82,342
Guam,2019,Total,Both Sexes,83,281
Guam,2019,Total,Both Sexes,84,238
Guam,2019,Total,Both Sexes,85 - 89,741
Guam,2019,Total,Both Sexes,90 - 94,179
Guam,2019,Total,Both Sexes,95 - 99,29
Guam,2019,Total,Both Sexes,100 +,4
Guam,2019,Total,Male,Total,86541
Guam,2019,Total,Male,0,1643
Guam,2019,Total,Male,0 - 4,8224
Guam,2019,Total,Male,1,1643
Guam,2019,Total,Male,1 - 4,6581
Guam,2019,Total,Male,2,1648
Guam,2019,Total,Male,3,1646
Guam,2019,Total,Male,4,1644
Guam,2019,Total,Male,5,1610
Guam,2019,Total,Male,5 - 9,8000
Guam,2019,Total,Male,6,1639
Guam,2019,Total,Male,7,1622
Guam,2019,Total,Male,8,1555
Guam,2019,Total,Male,9,1574
Guam,2019,Total,Male,10,1574
Guam,2019,Total,Male,10 - 14,7592
Guam,2019,Total,Male,11,1577
Guam,2019,Total,Male,12,1539
Guam,2019,Total,Male,13,1451
Guam,2019,Total,Male,14,1451
Guam,2019,Total,Male,15,1463
Guam,2019,Total,Male,15 - 19,7482
Guam,2019,Total,Male,16,1395
Guam,2019,Total,Male,17,1462
Guam,2019,Total,Male,18,1596
Guam,2019,Total,Male,19,1566
Guam,2019,Total,Male,20,1473
Guam,2019,Total,Male,20 - 24,7139
Guam,2019,Total,Male,21,1468
Guam,2019,Total,Male,22,1398
Guam,2019,Total,Male,23,1401
Guam,2019,Total,Male,24,1399
Guam,2019,Total,Male,25,1377
Guam,2019,Total,Male,25 - 29,6657
Guam,2019,Total,Male,26,1387
Guam,2019,Total,Male,27,1354
Guam,2019,Total,Male,28,1273
Guam,2019,Total,Male,29,1266
Guam,2019,Total,Male,30,1166
Guam,2019,Total,Male,30 - 34,5537
Guam,2019,Total,Male,31,1125
Guam,2019,Total,Male,32,1118
Guam,2019,Total,Male,33,1084
Guam,2019,Total,Male,34,1044
Guam,2019,Total,Male,35,991
Guam,2019,Total,Male,35 - 39,4645
Guam,2019,Total,Male,36,1002
Guam,2019,Total,Male,37,877
Guam,2019,Total,Male,38,874
Guam,2019,Total,Male,39,901
Guam,2019,Total,Male,40,915
Guam,2019,Total,Male,40 - 44,4646
Guam,2019,Total,Male,41,887
Guam,2019,Total,Male,42,970
Guam,2019,Total,Male,43,935
Guam,2019,Total,Male,44,939
Guam,2019,Total,Male,45,936
Guam,2019,Total,Male,45 - 49,5176
Guam,2019,Total,Male,46,1010
Guam,2019,Total,Male,47,1051
Guam,2019,Total,Male,48,1127
Guam,2019,Total,Male,49,1052
Guam,2019,Total,Male,50,1064
Guam,2019,Total,Male,50 - 54,5348
Guam,2019,Total,Male,51,1052
Guam,2019,Total,Male,52,1092
Guam,2019,Total,Male,53,1061
Guam,2019,Total,Male,54,1079
Guam,2019,Total,Male,55,1090
Guam,2019,Total,Male,55 - 59,5087
Guam,2019,Total,Male,56,1062
